mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__C,param_clf__estimator__class_weight,param_clf__estimator__penalty,param_clf__estimator__solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
16.480000416437786,0.8447824061214382,0.5502309004465739,0.01448285047331779,4.689400963537685,balanced,l2,saga,"{'clf__estimator__C': np.float64(4.689400963537685), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464757095671629,0.946345535677806,0.9460842857695261,0.9463018436714984,0.0001627572648670298,87
20.766727765401203,0.8662426095671595,0.5513266722361246,0.005617875970910714,0.05660670699258887,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.05660670699258887), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464974630511922,0.946358786692889,0.9460825527016173,0.9463129341485662,0.0001724615733271986,49
15.717829942703247,0.6280904499050539,0.5709715684254965,0.01039445895141303,0.5450293694558254,,l2,saga,"{'clf__estimator__C': np.float64(0.5450293694558254), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465669441199324,0.9464557434469295,0.9461646214554951,0.946395769674119,0.00016963396210434482,12
16.26572601000468,0.9446278060671081,0.5747887293497721,0.01590796073989648,0.01577766363058246,,l2,saga,"{'clf__estimator__C': np.float64(0.01577766363058246), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465644973932688,0.9464388842326809,0.9461600836056483,0.946387821743866,0.00016900327655080082,40
21.19662618637085,0.21330458615692421,0.5525573094685873,0.01476283884363171,3.584985580340472,,l1,saga,"{'clf__estimator__C': np.float64(3.584985580340472), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.946454580087345,0.9461633383082874,0.9463946054428686,0.00016972778468660223,19
21.863033215204876,1.9479574500724812,0.5719683170318604,0.018658836579015545,4.418441521199722,,l1,saga,"{'clf__estimator__C': np.float64(4.418441521199722), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.946454580087345,0.9461633383082874,0.9463946054428686,0.00016972778468660223,19
314.8634311358134,375.8718689176558,0.9546670913696289,0.11953122052662335,0.002456459215250751,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.002456459215250751), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9463354256918044,0.9462494272986713,0.945910357276208,0.9461650700888947,0.00018349912554815027,91
30.56213839848836,1.6643680715627338,0.7897388140360514,0.0481351491450996,622.0025976819159,balanced,l2,saga,"{'clf__estimator__C': np.float64(622.0025976819159), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464814141331515,0.946342045168443,0.9460863762563071,0.9463032785193005,0.00016358661487568337,76
26.528263012568157,3.7612813694796063,0.7296884059906006,0.022997562221324652,0.06724850206557247,,l2,saga,"{'clf__estimator__C': np.float64(0.06724850206557247), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465647336304968,0.9464500448872188,0.9461611288542545,0.94639196912399,0.0001698112669158382,39
23.980676015218098,0.554514252795321,0.8409191767374674,0.14701387149513057,12.746711578215052,,l2,saga,"{'clf__estimator__C': np.float64(12.746711578215052), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465669441199324,0.9464557434469295,0.9461669498434611,0.946396545803441,0.0001685766414194589,7
843.8615023295084,140.85614631123764,1.170021613438924,0.2909923933707855,0.0053979568559964445,,l2,saga,"{'clf__estimator__C': np.float64(0.0053979568559964445), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9466220330685009,0.9464744938126833,0.9461544070047215,0.9464169779619686,0.00019519151056339096,2
386.0062328179677,490.82936700449903,0.7786615689595541,0.0884928994394077,0.001608166928363465,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.001608166928363465), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9461452449771508,0.9460452856679272,0.9457360745268901,0.9459755350573227,0.00017417228080535198,97
20.174064477284748,0.46201599825566136,0.6106740633646647,0.034620141711127025,0.035700959600309494,balanced,l2,saga,"{'clf__estimator__C': np.float64(0.035700959600309494), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464809408477047,0.9463432086741337,0.9460847892421467,0.946302979587995,0.00016421085667563828,81
21.061706860860188,1.655649972207314,0.6337822278340658,0.060474033099963624,0.07417652034871831,balanced,l2,saga,"{'clf__estimator__C': np.float64(0.07417652034871831), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464814141331515,0.9463443721772546,0.9460919598645062,0.9463059153916374,0.00016130271771114718,54
21.202664852142334,0.9306033253602681,0.5893290837605795,0.006858741144628594,1.9066091638188458,balanced,l1,saga,"{'clf__estimator__C': np.float64(1.9066091638188458), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464802495583869,0.9463443721772546,0.9460853310117618,0.9463033175824679,0.00016381752944857837,75
17.10627802213033,1.0301940228164674,0.5986051559448242,0.006192060910265045,656.9128640939175,balanced,l2,saga,"{'clf__estimator__C': np.float64(656.9128640939175), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464812958125746,0.946345535677806,0.9460853310117618,0.9463040541673807,0.0001642915450269853,60
16.88599419593811,0.9099408652828104,0.598134438196818,0.01038490936248259,433.5045392775131,balanced,l2,saga,"{'clf__estimator__C': np.float64(433.5045392775131), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464779204011338,0.946345535677806,0.9460863762563071,0.9463032774450824,0.00016261615953262637,77
23.419769128163654,1.7098308658510983,0.6769366264343262,0.0006277018617903843,3.8672288491177444,balanced,l1,saga,"{'clf__estimator__C': np.float64(3.8672288491177444), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464802495583869,0.946342045168443,0.9460853310117618,0.9463025419128638,0.0001636266991623098,84
551.2485206127167,10.204654257969663,0.621866782506307,0.008913166610886696,0.003395900933162751,,l2,saga,"{'clf__estimator__C': np.float64(0.003395900933162751), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.94662738189703,0.9464724224436436,0.9461661677142825,0.9464219906849852,0.00019163707418429554,1
26.649372816085815,2.430144972645032,0.5562636852264404,0.0014680668874943853,0.0018679434894556316,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.0018679434894556316), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9462296915177038,0.9461610895173584,0.9458110993413473,0.9460672934588032,0.00018330871588130546,94
20.31865096092224,0.9222339924323185,0.5565688610076904,0.014916860055918297,0.21481457181982683,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.21481457181982683), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464870003537319,0.9463451801873927,0.9460848814278375,0.9463056873229873,0.00016652261587106135,57
19.17737142244975,0.931807039879014,0.5440913836161295,0.004115669369645294,93.84800715909533,balanced,l1,saga,"{'clf__estimator__C': np.float64(93.84800715909533), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464802495583869,0.946345535677806,0.9460853310117618,0.946303705415985,0.00016391561389962142,67
18.26948595046997,1.0145015555897812,0.5468045075734457,0.00309779055550468,0.04848496183873291,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.04848496183873291), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464875548854095,0.9463663598006641,0.9460926477720806,0.9463155208193847,0.0001651794146831148,47
34.069734493891396,0.26591421063965015,0.5421982606252035,0.01533507916555296,0.007007213496896407,,l1,saga,"{'clf__estimator__C': np.float64(0.007007213496896407), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465911050009505,0.9464616553274462,0.9461559280841779,0.9464028961375249,0.00018245404722481035,5
25.136268933614094,0.86397757751207,0.5422081152598063,0.01081393500064629,0.0028009403633756772,,l1,saga,"{'clf__estimator__C': np.float64(0.0028009403633756772), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464942182639875,0.9463367460263139,0.9460809707744834,0.9463039783549282,0.00017029124485498407,64
15.040650606155396,0.5493682237640377,0.5411357084910074,0.0029653961053637246,43.00001586162607,balanced,l2,saga,"{'clf__estimator__C': np.float64(43.00001586162607), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464801312351045,0.946345535677806,0.9460863762563071,0.9463040143897392,0.00016340901414138638,63
441.0079383055369,71.80954457982645,0.5359627405802408,0.0073411640068444806,0.001079276454867846,,l1,saga,"{'clf__estimator__C': np.float64(0.001079276454867846), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9459607812819253,0.9458262245656939,0.9453794687217082,0.9457221581897758,0.0002484665384769576,100
20.23931097984314,0.9693876163998495,0.5336273511250814,0.008034683628252045,17.42384757078581,,l1,saga,"{'clf__estimator__C': np.float64(17.42384757078581), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.946454580087345,0.9461633383082874,0.9463946054428686,0.00016972778468660223,19
16.6818630695343,0.208360584751852,0.5404353141784668,0.003188947970184625,42.425022382673205,,l2,saga,"{'clf__estimator__C': np.float64(42.425022382673205), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465669441199324,0.9464546983404502,0.9461624120087848,0.9463946848230558,0.00017051446456709936,18
14.500715891520182,0.46724307022290895,0.5398847262064616,0.005977857251651147,0.14151235919053706,,l2,saga,"{'clf__estimator__C': np.float64(0.14151235919053706), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465660160481001,0.946454580087345,0.9461669498434611,0.9463958486596353,0.00016812791632534867,9
15.079383770624796,0.6611058030073705,0.5278091430664062,0.010949416499674555,150.8761367568167,balanced,l2,saga,"{'clf__estimator__C': np.float64(150.8761367568167), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464790849810476,0.946345535677806,0.9460863762563071,0.946303665638387,0.00016303345417949616,71
18.477013111114502,0.7307424788858391,0.5456147193908691,0.006469443735910177,0.09669146694016018,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.09669146694016018), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464873367697405,0.9463540142559782,0.9460794170222262,0.9463069226826484,0.0001698290165863853,52
18.457257588704426,1.0121693433580492,0.5389339923858643,0.007450347739077642,0.07343344964174937,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.07343344964174937), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464926864642106,0.9463578601448331,0.9460803431060064,0.9463102965716833,0.00017166533601138497,51
15.042925119400024,0.7074858437383467,0.5343219439188639,0.007469934585302879,23.85816677142885,balanced,l2,saga,"{'clf__estimator__C': np.float64(23.85816677142885), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464802495583869,0.946345535677806,0.9460863762563071,0.9463040538308333,0.00016345152644136425,61
18.70160961151123,0.5675378451049645,0.5488871733347574,0.003320475790691426,210.5118051960872,,l1,saga,"{'clf__estimator__C': np.float64(210.5118051960872), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.9464535349809962,0.9461612478085026,0.9463935602408241,0.00017055430787606167,33
28.760231415430706,1.0700307028623242,0.5450780391693115,0.010405841129185427,0.005218737776738197,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.005218737776738197), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464442221718732,0.9463800280455353,0.9460570186195423,0.9462937562789836,0.00016943781752683644,88
19.34426474571228,1.0723550639300368,0.545903205871582,0.011578136603260552,36.7037376252939,balanced,l1,saga,"{'clf__estimator__C': np.float64(36.7037376252939), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464802495583869,0.946345535677806,0.9460842857695261,0.9463033570019063,0.0001643798670716682,73
18.656683762868244,0.5873922561057612,0.5454707940419515,0.004078926064551233,42.247700890263665,,l1,saga,"{'clf__estimator__C': np.float64(42.247700890263665), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.946454580087345,0.9461633383082874,0.9463946054428686,0.00016972778468660223,19
14.594498952229818,0.42147396830562917,0.5460520585378011,0.0027385744665511563,1.36897959935922,,l2,saga,"{'clf__estimator__C': np.float64(1.36897959935922), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.946568108419966,0.9464557434469295,0.9461657856507641,0.94639654583922,0.00016949763070805014,6
23.800179799397785,3.394459513210126,0.5409155686696371,0.012776790214567704,0.0014207404990676058,,l1,saga,"{'clf__estimator__C': np.float64(0.0014207404990676058), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.946123077500892,0.945974790222023,0.9457064390990496,0.9459347689406549,0.00017243001806375625,98
353.29919028282166,236.07738446143847,0.5280828475952148,0.007078386194115798,0.001543743400929224,,l1,saga,"{'clf__estimator__C': np.float64(0.001543743400929224), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9461830353444133,0.9460547024168218,0.945810686355274,0.9460161413721696,0.00015443695164857972,96
17.0659503142039,1.2249718437305226,0.5377782980600992,0.0073953854018885745,0.0769371131264886,balanced,l2,saga,"{'clf__estimator__C': np.float64(0.0769371131264886), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464831516938951,0.9463443721772546,0.9460880171288041,0.9463051803333179,0.0001636761672852459,58
20.94956358273824,0.4586436739145178,0.5431532065073649,0.00739909884544561,278.8681037423118,,l1,saga,"{'clf__estimator__C': np.float64(278.8681037423118), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.9464557434469295,0.9461633383082874,0.9463949932293968,0.00016986564211083323,16
18.351672331492107,0.41400795454471595,0.5411336421966553,0.016100136729779318,0.2899329258356696,,l1,saga,"{'clf__estimator__C': np.float64(0.2899329258356696), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465703189069584,0.9464499266233143,0.9461611288542545,0.9463937914615091,0.0001717022463474259,32
20.64836875597636,1.1484517674566121,0.5432899792989095,0.006332780829081029,0.023593316458046316,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.023593316458046316), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.946485499396453,0.9463546066398335,0.9461123227073763,0.9463174762478875,0.0001545945445826954,46
14.868881702423096,0.7695276442237665,0.5423625310262045,0.0018123005842073246,0.054765709383303184,balanced,l2,saga,"{'clf__estimator__C': np.float64(0.054765709383303184), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464773287524347,0.9463434456759273,0.9460896311256258,0.946303468517996,0.00016078140921867683,72
14.836943785349527,0.30111891193480256,0.545755942662557,0.0121518798478376,378.6046242092869,,l2,saga,"{'clf__estimator__C': np.float64(378.6046242092869), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.9464557434469295,0.9461633383082874,0.9463949932293968,0.00016986564211083323,16
15.359649101893107,0.48125050323174534,0.543664296468099,0.007264576604823067,6.3157152189180605,balanced,l2,saga,"{'clf__estimator__C': np.float64(6.3157152189180605), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464779204011338,0.946345535677806,0.9460863762563071,0.9463032774450824,0.00016261615953262637,77
15.325204054514566,0.6886503821747989,0.5362452665964762,0.004390567315622603,66.37926838138381,balanced,l2,saga,"{'clf__estimator__C': np.float64(66.37926838138381), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464800129112989,0.946345535677806,0.9460863762563071,0.9463039749484707,0.00016336650963492968,65
14.688839753468832,0.3527789695665545,0.536376158396403,0.006961742169135801,226.6490958666928,,l2,saga,"{'clf__estimator__C': np.float64(226.6490958666928), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.946454580087345,0.9461633383082874,0.9463946054428686,0.00016972778468660223,19
19.76003162066142,0.8954724611718644,0.5493828455607096,0.0025108716318319913,69.92636148959322,balanced,l1,saga,"{'clf__estimator__C': np.float64(69.92636148959322), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464802495583869,0.946345535677806,0.9460853310117618,0.946303705415985,0.00016391561389962142,67
17.944770733515423,0.34937438892483713,0.5398604075113932,0.010719397257655902,0.08091347435997563,,l1,saga,"{'clf__estimator__C': np.float64(0.08091347435997563), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465641599228989,0.9464477181451876,0.9461477531459933,0.9463865437380266,0.0001754145224543779,42
20.627259254455566,0.4534208358876377,0.5414997736612955,0.0017955365224691226,0.023313687737449337,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.023313687737449337), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464830519715955,0.9463523981470746,0.9461097823024786,0.9463150774737162,0.00015465485435989265,48
18.695151329040527,0.5505538443019716,0.5482656160990397,0.0063445839041265184,80.92609705736066,,l1,saga,"{'clf__estimator__C': np.float64(80.92609705736066), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.946454580087345,0.9461633383082874,0.9463946054428686,0.00016972778468660223,19
26.35587469736735,9.892743512021271,0.5472788016001383,0.004265997856223229,0.0011008110571039537,balanced,l1,saga,"{'clf__estimator__C': np.float64(0.0011008110571039537), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9459605449345674,0.9458114703616468,0.9453960037453846,0.9457226730138663,0.0002388729303774025,99
18.266673008600872,0.5676988687659285,0.539401133855184,0.0028729586932836654,0.31949643669861716,,l1,saga,"{'clf__estimator__C': np.float64(0.31949643669861716), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465703189069584,0.9464488815174878,0.9461611288542545,0.9463934430929002,0.00017158902256752992,36
453.9258659680684,12.595597025295797,0.5345304012298584,0.013899753625267838,0.005238322156582357,balanced,l2,saga,"{'clf__estimator__C': np.float64(0.005238322156582357), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464840170534873,0.9463407847138484,0.9460956911685583,0.9463068309786312,0.00016034107464581865,53
17.03791817029317,1.090016672647891,0.543116013209025,0.01503686706742121,454.4208225488322,balanced,l2,saga,"{'clf__estimator__C': np.float64(454.4208225488322), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464779204011338,0.946345535677806,0.9460863762563071,0.9463032774450824,0.00016261615953262637,77
16.838809649149578,0.222595446930673,0.5379958152770996,0.007793053569699096,1.296414054090507,,l2,saga,"{'clf__estimator__C': np.float64(1.296414054090507), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465657798173249,0.9464557434469295,0.946165666706805,0.946395729990353,0.00016876776258152395,14
14.47524897257487,0.45515322728007,0.5347920258839926,0.012086268895687416,0.15197691143574416,,l2,saga,"{'clf__estimator__C': np.float64(0.15197691143574416), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465648517483275,0.946452371618973,0.9461634572576538,0.9463935602083181,0.00016906304702330615,34
19.543373425801594,0.7486782846821656,0.5375548998514811,0.012137011205316593,595.2285716284425,balanced,l1,saga,"{'clf__estimator__C': np.float64(595.2285716284425), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9464810591698511,0.946342045168443,0.9460863762563071,0.9463031601982004,0.00016345780545037894,80
18.320816198984783,0.5475799539218731,0.5333697001139323,0.004891359068113593,0.9627001408471508,,l1,saga,"{'clf__estimator__C': np.float64(0.9627001408471508), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465669441199324,0.946454580087345,0.9461646214554951,0.9463953818875908,0.00016949769265013753,15
17.90933434168498,0.4537134112781894,0.548063596089681,0.007112172723247838,0.0511732460509593,,l1,saga,"{'clf__estimator__C': np.float64(0.0511732460509593), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l1', 'clf__estimator__solver': 'saga'}",0.9465610214094115,0.9464443462897526,0.9461482290790946,0.9463845322594194,0.0001737482194836795,44
15.105650186538696,0.4920641917539247,0.5308683713277181,0.006893664270173971,4.54345262391088,balanced,l2,saga,"{'clf__estimator__C': np.float64(4.54345262391088), 'clf__estimator__class_weight': 'balanced', 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9464779204011338,0.9463443721772546,0.9460853310117618,0.9463025411967166,0.00016298053127378114,85
466.2744951248169,2.383002386728564,0.5136485894521078,0.0010254573560331947,0.002036444166653218,,l2,saga,"{'clf__estimator__C': np.float64(0.002036444166653218), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465920330657059,0.9464181808746615,0.946151415864487,0.9463872099349514,0.00018120941629761765,41
16.084245522816975,1.2716607387394212,0.5271894137064616,0.007182990720033265,281.5757929431174,,l2,saga,"{'clf__estimator__C': np.float64(281.5757929431174), 'clf__estimator__class_weight': None, 'clf__estimator__penalty': 'l2', 'clf__estimator__solver': 'saga'}",0.9465658979329736,0.946454580087345,0.9461633383082874,0.9463946054428686,0.00016972778468660223,19
